id,name,age,grade,gender
1520,Jessica Russell,16,11,Female
1521,Phyllis Harrington,15,9,Female
1522,Douglas Harper,15,9,Male
1523,Laura Cooley,15,9,Female
1524,Jesse Coleman,16,11,Male
1525,Joseph Warren,17,11,Male
1526,Johnny Frazier,16,11,Male
1527,James Calderon,14,9,Male
1528,Kelly Miller MD,18,12,Female
1529,Timothy Dixon,17,11,Male
1530,Jennifer Chan,17,12,Female
1531,Allison Lara,17,12,Female
1532,Jose Whitaker,14,9,Male
1533,Andrew Wilson,14,9,Male
1534,Lisa Zuniga,15,9,Female
1535,Jennifer Newman,16,10,Female
1536,Elizabeth Cox,17,12,Female
1537,Mason Garrett,15,10,Male
1538,Mary Evans,18,12,Female
1539,Daniel Stafford,15,10,Male
1540,Lisa Walsh,16,11,Female
1541,Victor Carrillo,18,12,Male
1542,Bruce Thomas,15,10,Male
1543,Nichole Ellis,16,10,Female
1544,Julia Baker,18,12,Female
1545,Danielle Stone,17,11,Female
1546,Dean Davidson,16,11,Male
1547,Lori Hansen,16,10,Female
1548,Joseph Hernandez,18,12,Male
1549,Donna Barnes,17,11,Female
1550,Robert Baldwin,16,10,Male
1551,Jacob Berry,14,9,Male
1552,Michelle Mitchell,17,11,Female
1553,Melissa Hicks,18,12,Female
1554,Samantha Norris,18,12,Female
1555,Eric Kelly,17,12,Male
1556,Lindsey Mitchell,15,10,Female
1557,Kelsey White,16,11,Female
1558,William Riley,18,12,Male
1559,Heather Perez,16,10,Female
1560,Roger Gray,16,10,Male
1561,Micheal Gould,16,10,Male
1562,Stephanie Hernandez,16,10,Female
1563,Sherry Reilly,16,11,Female
1564,Mary Sanford,16,10,Female
1565,Thomas Peterson,17,11,Male
1566,Kevin Hernandez,17,11,Male
1567,Michael Potter,15,9,Male
1568,Kimberly Roberts,15,10,Female
1569,Brandy Alexander,16,10,Female
1570,Trevor Harper,16,11,Male
1571,Veronica Pena,14,9,Female
1572,Cynthia Foster,16,10,Female
1573,Melissa Wilson,17,12,Female
1574,Karen Miller,15,10,Female
1575,Jeffrey Morales,15,9,Male
1576,Kayla Taylor,15,10,Female
1577,Christopher Woods,14,9,Male
1578,Kendra Bullock,14,9,Female
1579,Lynn Gray,14,9,Female
1580,Christopher Neal,16,10,Male
1581,Caroline Nash,17,12,Female
1582,Scott Myers,16,11,Male
1583,Carrie Roy,16,11,Female
1584,David Garcia,16,10,Male
1585,Cynthia Allen,14,9,Female
1586,Daniel Lewis,15,9,Male
1587,Steve Hughes,17,12,Male
1588,Katrina Thomas,14,9,Female
1589,Ashley Martin,14,9,Female
1590,Jose Keller,14,9,Male
1591,Sandra Mcintosh,16,10,Female
1592,Kimberly Adams,14,9,Female
1593,Denise Blake,16,11,Female
1594,Katrina Garza,16,11,Female
1595,Robert Carter,15,10,Male
1596,Christopher Roberts,16,11,Male
1597,Rebecca Johnson,15,9,Female
1598,Adrian Downs,15,10,Male
1599,Melissa Perez,16,10,Female
1600,Shannon Perry,17,12,Female
1601,William Ritter,15,9,Male
1602,Lucas Brown,17,11,Male
1603,Derek Hicks,17,12,Male
1604,Rachel Hammond,16,10,Female
1605,Joseph Barrett,18,12,Male
1606,Lisa Matthews,17,12,Female
1607,David Hicks,15,9,Male
1608,Jamie Welch,17,12,Female
1609,Joshua Johnson,14,9,Male
1610,John Andrade,14,9,Male
1611,James Kelly,18,12,Male
1612,Diane Valentine,17,12,Female
1613,Thomas Johnson,18,12,Male
1614,Brent Johnson,17,12,Male
1615,William Blevins,16,10,Male
1616,Jason Atkins,16,11,Male
1617,Kelsey Webster,15,9,Female
1618,Monique Snyder,16,11,Female
1619,Johnny Johnson,16,11,Male
1620,Michael Nelson,15,10,Male
1621,Justin Weaver,17,12,Male
1622,Juan Lane,16,11,Male
1623,Ernest Scott,17,12,Male
1624,Angela Hanson,18,12,Female
1625,Hannah Sanchez,14,9,Female
1626,Jessica James,15,9,Female
1627,William Holmes,15,9,Male
1628,Steve Moore,15,9,Male
1629,Barbara Pittman,16,11,Female
1630,Dr. Ryan Friedman,17,11,Male
1631,Derek Barber,15,10,Male
1632,Melissa Jones,15,9,Female
1633,Brandon Harris,18,12,Male
1634,Douglas Ward,18,12,Male
1635,Casey Powell,14,9,Female
1636,Jessica Harmon,16,11,Female
1637,Mark Bell,15,10,Male
1638,Cynthia Johnson,18,12,Female
1639,Christine Carey,18,12,Female
1640,Nathan Adams,16,10,Male
1641,Carrie Fields,16,11,Female
1642,Eric Brooks,18,12,Male
1643,Cynthia Riley,17,11,Female
1644,Evan Hull,18,12,Male
1645,Rebecca Walker,15,10,Female
1646,Tiffany Kelly,18,12,Female
1647,Brooke York,18,12,Female
1648,Lisa Pierce,15,10,Female
1649,Marc Wilson,18,12,Male
1650,Robin Carrillo,16,11,Female
1651,Jose Finley,18,12,Male
1652,Lisa Hernandez MD,16,10,Female
1653,Jacqueline Peterson,16,10,Female
1654,Brian Morgan,15,10,Male
1655,Erin Ayers,18,12,Female
1656,Danielle Brown,14,9,Female
1657,Cheryl Johnson,15,10,Female
1658,Brandy Peters,14,9,Female
1659,Russell Larsen,16,11,Male
1660,Patricia Reynolds,15,9,Female
1661,Aaron Rodriguez,18,12,Male
1662,Natasha Davenport,14,9,Female
1663,Amy Lopez,15,10,Female
1664,Frank Parsons,14,9,Male
1665,Mark Chavez,14,9,Male
1666,Michael Clark,16,11,Male
1667,David Chapman,15,9,Male
1668,Kelsey Castillo,15,10,Female
1669,William Morgan,17,12,Male
1670,Pam Olsen DVM,16,11,Female
1671,Dwayne Gordon,16,10,Male
1672,Scott Black,17,11,Male
1673,Melinda Jones,18,12,Female
1674,Lori Olson,14,9,Female
1675,Brandon Stewart MD,15,10,Male
1676,Christine Burnett,16,11,Female
1677,Michael Lee,15,10,Male
1678,Caleb Hodges,15,10,Male
1679,Ryan Cooper,18,12,Male
1680,Amanda Morgan MD,14,9,Female
1681,Troy Hernandez,17,12,Male
1682,Emily Holmes,17,12,Female
1683,Andrew Wood,16,10,Male
1684,Jason Martin,16,10,Male
1685,Kelli Robbins,17,11,Female
1686,Patty Yoder,16,10,Female
1687,Christian Thomas,15,9,Male
1688,Tracy Paul,18,12,Female
1689,Jonathan Miller,16,10,Male
1690,James Robinson DDS,16,10,Male
1691,Kelsey Sullivan,16,10,Female
1692,James Mcknight,16,10,Male
1693,Steven Jones,17,12,Male
1694,James Foster,17,11,Male
1695,Tina Warren,15,9,Female
1696,Dale Roberts,17,12,Male
1697,Melissa Scott,17,11,Female
1698,Catherine Matthews,18,12,Female
1699,Ruben Hubbard,17,12,Male
1700,Christine Smith,18,12,Female
1701,Edward Lopez,16,10,Male
1702,Jennifer Ellis,14,9,Female
1703,Jennifer Wilson,17,11,Female
1704,Angel Chen,18,12,Male
1705,Jessica Daniels MD,18,12,Female
1706,Renee James,15,9,Female
1707,Brian Huff,17,12,Male
1708,Hunter Decker,18,12,Male
1709,Mitchell Soto,15,9,Male
1710,Dawn Willis,15,10,Female
1711,Rachel Rodriguez,17,12,Female
1712,Carl Miller,18,12,Male
1713,Michelle Adams,17,12,Female
1714,Corey Mcdowell,18,12,Male
1715,Thomas Santos,15,10,Male
1716,Anna Haney,17,12,Female
1717,Joseph Moon,16,10,Male
1718,Justin Harris,18,12,Male
1719,Thomas Griffin,15,10,Male
1720,Dr. David Clark,17,11,Male
1721,Garrett Smith,14,9,Male
1722,Troy Miller,15,10,Male
1723,Amber Wagner,16,11,Female
1724,Pamela Patterson,14,9,Female
1725,Dakota Hall,16,11,Male
1726,Sherry Morales,18,12,Female
1727,Jessica Griffith,17,11,Female
1728,Mrs. Michelle Roberts,16,11,Female
1729,Edward Contreras,16,10,Male
1730,Alexa Goodwin,14,9,Female
1731,Danielle Henry,16,11,Female
1732,Heather Simpson,17,12,Female
1733,Daniel Cox,15,9,Male
1734,James Harmon,15,10,Male
1735,James Sampson,18,12,Male
1736,Eugene Day,17,11,Male
1737,Justin Patterson,15,9,Male
1738,Katherine Green,15,10,Female
1739,Justin Garcia,16,10,Male
1740,Stephen Ryan,15,9,Male
1741,Emily White,14,9,Female
1742,Kristen Moore,16,11,Female
1743,Andrew Chavez,17,11,Male
1744,Jaime Hernandez,15,9,Female
1745,Dr. Joshua Cross,16,10,Male
1746,Steven Carr,18,12,Male
1747,Mary Garrett,17,11,Female
1748,Alexis Fuentes,15,10,Female
1749,Vicki Garcia,14,9,Female
1750,James Small,15,10,Male
1751,Alexis Greene,16,11,Female
1752,Lori Arellano,16,10,Female
1753,Alyssa Anderson,15,9,Female
1754,Michael Gonzales,16,10,Male
1755,Rachel Ellis,17,11,Female
1756,Mrs. Lisa Hunt,17,11,Female
1757,Randy Nichols,16,11,Male
1758,Sandra Greene,15,10,Female
1759,Jessica Mccoy,15,10,Female
1760,Courtney Mcneil,18,12,Female
1761,Erin Meyers,15,9,Female
1762,Erin Williams,16,10,Female
1763,William Washington,15,10,Male
1764,Sherry Thomas,16,10,Female
1765,Susan Hood,17,12,Female
1766,Christopher Bender,17,11,Male
1767,Desiree Hartman,17,12,Female
1768,Wendy Mendoza,17,12,Female
1769,Lisa Moreno,14,9,Female
1770,Charles Clark,17,11,Male
1771,Joseph Ortiz,16,10,Male
1772,Crystal Lyons,14,9,Female
1773,Mary Reyes,16,10,Female
1774,Monica Phelps,16,11,Female
1775,Bill Carr,16,11,Male
1776,Anna Robinson,15,9,Female
1777,Jessica Blevins,16,10,Female
1778,Juan Pearson,15,9,Male
1779,William Ruiz,14,9,Male
1780,Tracy Clark,16,11,Female
1781,Michael White,14,9,Male
1782,Tara Hall,16,11,Female
1783,Jeanette Bautista,16,11,Female
1784,Emily Payne,16,10,Female
1785,Benjamin Payne,17,12,Male
1786,Scott Weaver,17,11,Male
1787,Shane Blackwell,18,12,Male
1788,Julie Perez,17,12,Female
1789,Tyler Martin,15,10,Male
1790,Jessica Fry,18,12,Female
1791,Rachael Watts,18,12,Female
1792,Troy Wright,15,9,Male
1793,Jordan Wallace,15,9,Male
1794,Kelly Mcmillan,15,9,Female
1795,Mike Williams,15,9,Male
1796,Jesse Jackson,14,9,Male
1797,Christopher Zuniga,16,10,Male
1798,Stephanie Hall,14,9,Female
1799,Laura Aguilar,15,10,Female
1800,Patrick Jimenez,18,12,Male
1801,Stacy Dixon,14,9,Female
1802,Mark Harris,18,12,Male
1803,Gary Morales,16,10,Male
1804,Dustin Reed,15,10,Male
1805,Lindsey Hunter,15,9,Female
1806,Cynthia Cunningham,18,12,Female
1807,Rodney Bryant Jr.,16,11,Male
1808,Aaron Henry,17,12,Male
1809,Phillip Baldwin,16,11,Male
1810,Jason Parker,15,10,Male
1811,Jordan Burnett,15,10,Male
1812,Katherine Norton,16,10,Female
1813,Nicole Valdez,16,11,Female
1814,Cheryl Alexander,18,12,Female
1815,Jeffrey Ward,15,9,Male
1816,Cynthia Harris,15,9,Female
1817,Laura Shea,16,11,Female
1818,Katie Daniel,16,11,Female
1819,James Case,17,12,Male
1820,William Lopez,15,9,Male
1821,Paul Brown,18,12,Male
1822,Barbara Adams,16,11,Female
1823,Jacob Powers,15,10,Male
1824,Linda Baker,15,9,Female
1825,Roger Moore,18,12,Male
1826,Caroline Day,16,10,Female
1827,Jeffrey Rose,16,11,Male
1828,Miss Christine Steele,16,11,Female
1829,Jennifer Preston,16,10,Female
1830,Janet Morse,15,10,Female
1831,Damon Powers,15,9,Male
1832,Daniel Rodriguez,17,11,Male
1833,Dustin Rogers,16,11,Male
1834,Sara Walker,14,9,Female
1835,Amanda Bates,16,11,Female
1836,Claire Riley,16,11,Female
1837,Matthew Singh,16,11,Male
1838,Barry Garcia,14,9,Male
1839,John Edwards,15,9,Male
1840,Karen Lynn,17,11,Female
1841,Dustin West,15,9,Male
1842,James Howard,18,12,Male
1843,Brandy Hartman,16,11,Female
1844,Charles Cox,16,11,Male
1845,Jeffrey Moran,15,9,Male
1846,Vanessa Lewis,14,9,Female
1847,Alan Wiley,16,11,Male
1848,Shawn Martin,16,10,Male
1849,Isabella Zavala,16,11,Female
1850,Julie Williams DVM,16,10,Female
1851,Lawrence Walker,18,12,Male
1852,Catherine Johnson,16,10,Female
1853,Jessica Rodriguez,16,11,Female
1854,Mr. Timothy Jensen,15,9,Male
1855,Joe Turner,15,9,Male
1856,Robert Long,16,11,Male
1857,Douglas Lopez,17,11,Male
1858,David Owens,18,12,Male
1859,Courtney Campbell,14,9,Female
1860,Jesus Mckinney,16,11,Male
1861,Jane Chung,16,11,Female
1862,Kimberly Brooks,17,12,Female
1863,Shannon Ray,16,11,Female
1864,Tyler Owen,16,11,Male
1865,Keith Gallegos,16,10,Male
1866,Patricia James,18,12,Female
1867,James Henderson,17,11,Male
1868,Karen Young,15,10,Female
1869,Shawn Brown,17,12,Male
1870,Rhonda Fisher,15,9,Female
1871,Benjamin Graves,18,12,Male
1872,Brittany Dean,16,11,Female
1873,Karen Lewis,18,12,Female
1874,Ashley Jimenez,16,11,Female
1875,John Hall,15,10,Male
1876,Sarah Smith,15,10,Female
1877,Lisa Bowen,15,9,Female
1878,Jessica Clark,15,9,Female
1879,Richard Ortega,17,12,Male
1880,Samuel Griffin,14,9,Male
1881,Dylan Crawford,15,9,Male
1882,Bonnie Irwin,18,12,Female
1883,Samuel Lucero,16,10,Male
1884,Jamie Faulkner,18,12,Male
1885,Jessica Lucero,17,11,Female
1886,Michelle Miller,16,10,Female
1887,William Cox,16,11,Male
1888,Kathy Winters,17,11,Female
1889,Brittany White,15,9,Female
1890,Keith Galvan,17,11,Male
1891,Carolyn Silva,16,11,Female
1892,Michael King,15,9,Male
1893,Joshua Palmer MD,16,11,Male
1894,Sean Bryant,14,9,Male
1895,Dana Andersen,15,10,Female
1896,Jasmine Smith,15,10,Female
1897,Ashley Coleman,14,9,Female
1898,William Rice,17,11,Male
1899,Jessica Ramos,18,12,Female
1900,Anthony Baker,15,10,Male
1901,Kyle Clayton,16,11,Male
1902,Betty Adkins,16,10,Female
1903,Mark Marshall,17,11,Male
1904,Kevin Archer,18,12,Male
1905,Amy Porter,15,10,Female
1906,Ashley Johnson,17,12,Female
1907,Paul Scott,15,9,Male
1908,Tiffany Mendoza DDS,15,9,Female
1909,Teresa Taylor,18,12,Female
1910,Sally Newton,18,12,Female
1911,Ashley Stout,17,11,Female
1912,Robert Knight,17,11,Male
1913,Linda Rollins,17,12,Female
1914,Wayne Cunningham,17,12,Male
1915,Karen Strickland,16,10,Female
1916,Donald Green,17,12,Male
1917,Julie Dunlap,15,10,Female
1918,Brandy Thomas,15,9,Female
1919,Bruce Hall,17,12,Male
1920,Sharon Meadows,15,10,Female
1921,Anna Montoya,15,10,Female
1922,Andrew Livingston,14,9,Male
1923,Eric Ferrell,16,11,Male
1924,Kathy Long,17,11,Female
1925,Lindsey Moore,17,11,Female
1926,Christina Hunt,15,9,Female
1927,Danielle Gregory,15,9,Female
1928,Sara Wall,17,11,Female
1929,Karen Alexander,16,10,Female
1930,Cory Wilson,16,11,Male
1931,Richard Harper,15,10,Male
1932,Alyssa Rodriguez MD,17,12,Female
1933,Adam Berry,16,10,Male
1934,Robert Shaw,15,10,Male
1935,Tyler Gilmore,16,11,Male
1936,Angelica Morris,14,9,Female
1937,Raymond Whitney,15,10,Male
1938,Cindy Lloyd,15,9,Female
1939,Diane Welch,16,10,Female
1940,William Cohen,14,9,Male
1941,Ronald Webster,14,9,Male
1942,Kathy Blanchard,15,10,Female
1943,Michael Smith,15,10,Male
1944,James Pineda,18,12,Male
1945,Shannon Brown,18,12,Female
1946,Brooke Jenkins,16,11,Female
1947,Timothy Castro,17,12,Male
1948,Gina Soto,17,11,Female
1949,Andrea Miller,16,11,Female
1950,Nicholas Kelly,15,10,Male
1951,Jason Ramos,16,10,Male
1952,April Hanna,17,12,Female
1953,Dwayne Ray,15,9,Male
1954,Mark White,16,10,Male
1955,Rhonda Lozano,16,11,Female
1956,Brenda White,18,12,Female
1957,Henry Noble,15,9,Male
1958,Anna Parker,17,12,Female
1959,Meghan Wilkinson,15,9,Female
1960,Donald Byrd,18,12,Male
1961,Jose Hopkins,14,9,Male
1962,Valerie Ruiz,18,12,Female
1963,Jesse Banks,17,12,Male
1964,Christopher Moss,16,11,Male
1965,Daniel Hamilton,17,11,Male
1966,Jeanne Diaz,17,12,Female
1967,Danielle Barber,16,11,Female
1968,Nicholas Roberts,16,11,Male
1969,Erica Bennett,16,11,Female
1970,Ashley Mendoza,16,11,Female
1971,Carolyn Evans,14,9,Female
1972,Kathleen Holt,15,10,Female
1973,Austin Davis,15,9,Male
1974,Evan Moody,17,12,Male
1975,Sarah Arnold,17,11,Female
1976,Scott Strong,16,11,Male
1977,Erika Montoya,15,10,Female
1978,Vickie Webb,17,11,Female
1979,Gregory Walter DDS,15,9,Male
1980,Craig Williams,16,10,Male
1981,Brian Johnson,15,10,Male
1982,Gabriella Frank,15,9,Female
1983,Wendy Green,17,11,Female
1984,Mackenzie King,16,10,Female
1985,John Brown,15,9,Male
1986,Alyssa Jordan,18,12,Female
1987,Keith Roth,17,11,Male
1988,Brooke Williams,16,10,Female
1989,Russell Kent,18,12,Male
1990,Gregory Lewis,15,10,Male
1991,Michael Flynn,15,9,Male
1992,Lauren Carey,18,12,Female
1993,Jordan Byrd,17,11,Female
1994,Ashley Oliver,17,11,Female
1995,Benjamin Peterson,17,12,Male
1996,Ryan Rivera,16,10,Male
1997,Denise Vega,14,9,Female
1998,Michael Charles,16,11,Male
1999,David Baxter,16,11,Male
2000,Daniel Ford,18,12,Male
2001,Sara Brooks,15,10,Female
2002,Lisa Willis MD,17,11,Female
2003,Ms. Susan Lopez,16,10,Female
2004,Michelle Davis,16,10,Female
2005,Amber Berry,15,9,Female
2006,Tina Hernandez,16,10,Female
2007,Christine Hernandez,15,10,Female
2008,Donna Rogers,17,11,Female
2009,Stephen Sexton,16,11,Male
2010,Don Miller,16,10,Male
2011,Robin Edwards,15,10,Female
2012,Charles Mendez,16,11,Male
2013,Gabrielle Lee,16,10,Female
2014,Veronica Gutierrez,15,9,Female
2015,Lauren Simpson,14,9,Female
2016,Catherine Nelson,16,11,Female
2017,Brenda Palmer,16,11,Female
2018,David Randolph,15,9,Male
2019,David Reynolds DVM,16,10,Male
2020,Joseph Patterson,16,10,Male
2021,Timothy Harper,17,12,Male
2022,Jennifer Edwards,17,11,Female
2023,Jeff Ortiz,15,9,Male
2024,Cynthia Carlson,17,11,Female
2025,Sarah Davis,14,9,Female
2026,Anna Gay,18,12,Female
2027,Thomas Coleman,14,9,Male
2028,Jeremy Roberts,14,9,Male
2029,Katelyn Erickson,15,9,Female
2030,Michael Galvan,17,12,Male
2031,Deborah Bush,17,11,Female
2032,Steven Pennington,16,11,Male
2033,Michelle Saunders,14,9,Female
2034,Jacqueline Bradley,17,11,Female
2035,Stephanie Giles,16,10,Female
2036,Desiree Jones,18,12,Female
2037,Michael Harris,16,11,Male
2038,Mrs. Hannah Fischer,16,11,Female
2039,Lauren Welch,15,10,Female
2040,Gabrielle Reed,15,10,Female
2041,Leah Hartman,14,9,Female
2042,Caitlin Melendez,17,11,Female
2043,Kelly Reyes,14,9,Female
2044,Kenneth Williams,15,9,Male
2045,Leah Harris,15,10,Female
2046,Christopher Maxwell,14,9,Male
2047,Melanie Mccormick,16,10,Female
2048,Michael Green,14,9,Male
2049,Daniel Barry,16,11,Male
2050,Patricia Green,15,10,Female
2051,Charles Ruiz,14,9,Male
2052,Rebecca Stone,17,12,Female
2053,Mary Carrillo,17,11,Female
2054,Christopher Jones,14,9,Male
2055,Benjamin Vargas,16,11,Male
2056,Julian Wood,18,12,Male
2057,Luis Dixon,15,10,Male
2058,John Hughes,15,9,Male
2059,Brendan Castro,14,9,Male
2060,Austin Wiggins,14,9,Male
2061,Elizabeth Copeland,18,12,Female
2062,Daniel Ramos,16,10,Male
2063,Michael Mendez,16,10,Male
2064,Joshua Rojas,16,10,Male
2065,Jessica Diaz,16,10,Female
2066,Anthony Rodriguez,15,9,Male
2067,Daniel Rosario,18,12,Male
2068,Lucas Russell,16,10,Male
2069,Denise Miranda,15,10,Female
2070,William Stewart,14,9,Male
2071,Edward Watkins,16,11,Male
2072,James Miller,15,9,Male
2073,Tasha Morgan,15,10,Female
2074,Terry Mcdowell,15,9,Male
2075,Samantha Russell,17,11,Female
2076,Patricia Khan,15,9,Female
2077,Steven Smith,18,12,Male
2078,Kendra Walker,15,9,Female
2079,Corey Frank,16,11,Male
2080,Luis Ruiz,18,12,Male
2081,Christopher Johnston,16,10,Male
2082,Debra Bailey,16,10,Female
2083,Victoria Jenkins,14,9,Female
2084,Pamela Martinez,16,11,Female
2085,Melissa Collins,16,10,Female
2086,Amy Barry,17,12,Female
2087,Ellen Hinton,16,10,Female
2088,Dr. Richard Underwood,14,9,Male
2089,Alyssa Bennett,17,12,Female
2090,Barry Callahan,17,12,Male
2091,Stephanie Johnson,14,9,Female
2092,Linda Mccarty,14,9,Female
2093,Janet Jones,16,10,Female
2094,Aimee Higgins,16,11,Female
2095,Timothy Swanson,16,10,Male
2096,Kelly Walsh,16,10,Female
2097,William Harris,17,12,Male
2098,Norman Lopez,15,9,Male
2099,David Roberts,17,12,Male
2100,Mariah Wilson,15,9,Female
2101,Troy Odom,16,11,Male
2102,Annette Morris,16,10,Female
2103,Carla Simmons,16,10,Female
2104,Sean Park,16,11,Male
2105,Karen Johnston,14,9,Female
2106,Tyler Johnson,15,9,Male
2107,Brett Morales,17,11,Male
2108,Anthony Taylor,17,12,Male
2109,Crystal Hall,14,9,Female
2110,Amy Garner,16,10,Female
2111,Jessica Ferguson,16,10,Female
2112,Rachel Carlson,14,9,Female
2113,Adam Rosario,17,12,Male
2114,Terry Newman,15,9,Female
2115,Joseph Green,17,12,Male
2116,Peggy Patel,15,10,Female
2117,Dawn Mcclure,18,12,Female
2118,Ian Young,15,10,Male
2119,Theresa Kirby,16,11,Female
2120,Terri Hunter,15,10,Female
2121,Robert Romero,15,9,Male
2122,Martin Hernandez,16,11,Male
2123,Erica Williams,17,12,Female
2124,James Mckay,16,11,Male
2125,Joshua Hampton,15,9,Male
2126,Richard Holmes,14,9,Male
2127,Justin Castro,18,12,Male
2128,Steven Turner,15,10,Male
2129,Andrea Gallagher,16,10,Female
2130,Brandon Johnson,18,12,Male
2131,Samantha Barnes,18,12,Female
2132,William Weaver,17,11,Male
2133,Alexandra Miller,17,11,Female
2134,Leslie Smith,16,10,Female
2135,Kayla Miller MD,15,10,Female
2136,Amy Brown,16,11,Female
2137,Daniel Davis,17,12,Male
2138,Frances Green,15,10,Female
2139,Steven Wells,18,12,Male
2140,Scott Friedman,15,9,Male
2141,Kimberly White,17,12,Female
2142,Brendan Hamilton,16,11,Male
2143,Justin Davis,17,12,Male
2144,Robert Carroll,16,11,Male
2145,Aaron Juarez,15,9,Male
2146,Elizabeth Manning,17,12,Female
2147,Jill Campbell,15,10,Female
2148,Robert Harris,15,10,Male
2149,Eric Young,15,10,Male
2150,Robert Hernandez,18,12,Male
2151,John Kennedy,14,9,Male
2152,Stephanie Herrera,17,12,Female
2153,Geoffrey Keith,15,9,Male
2154,Karen Adams,17,11,Female
2155,Cole Chavez,16,10,Male
2156,Holly Torres,16,11,Female
2157,Stephanie Curtis,17,12,Female
2158,Troy Mcdonald,14,9,Male
2159,Mr. Patrick Green DDS,16,10,Male
2160,Jessica Berger,14,9,Female
2161,Joshua Munoz,15,9,Male
2162,Elizabeth Taylor,17,11,Female
2163,Donald Williams,15,9,Male
2164,Brian Padilla,18,12,Male
2165,Karen Brewer,16,10,Female
2166,Craig Baker,16,11,Male
2167,Heather Gregory,16,10,Female
2168,Craig Blake,14,9,Male
2169,Keith Diaz,15,10,Male
2170,Sean Lucas,16,11,Male
2171,John Roberson,15,10,Male
2172,Emily Rogers,18,12,Female
2173,Catherine Horton,17,12,Female
2174,Jennifer Alvarez,16,11,Female
2175,Susan Chambers,18,12,Female
2176,Stacey Stevens,17,11,Female
2177,Holly Fernandez,17,11,Female
2178,Tony Haynes,16,10,Male
2179,Scott Zamora,18,12,Male
2180,John Silva,17,11,Male
2181,David Williams,17,11,Male
2182,Shannon Davis,17,12,Female
2183,Gloria Kim,17,12,Female
2184,Pamela Ball,17,12,Female
2185,Ryan Dennis,16,11,Male
2186,Joseph Lee,15,9,Male
2187,Maria Bishop,15,10,Female
2188,Jordan Mitchell,17,12,Male
2189,Alyssa Trevino,15,9,Female
2190,Thomas Matthews,14,9,Male
2191,Sara Brennan,18,12,Female
2192,Donald Cole,14,9,Male
2193,Chad Myers,16,10,Male
2194,Melissa Reed,18,12,Female
2195,Timothy Wilson,18,12,Male
2196,Lisa Brown,16,10,Female
2197,Geoffrey Holland,16,10,Male
2198,Jonathan Charles,17,11,Male
2199,Suzanne Dominguez,16,10,Female
2200,Lisa Martin,15,10,Female
2201,Carlos Collins,16,11,Male
2202,Brent Richard,14,9,Male
2203,Laurie Jones MD,15,10,Female
2204,Douglas Sanchez,15,9,Male
2205,Nicholas Pacheco,16,10,Male
2206,Jason Grant,17,11,Male
2207,Rebecca Castillo,15,10,Female
2208,Jennifer Davis,15,9,Female
2209,Caleb Bridges,16,11,Male
2210,Rodney Brown,15,9,Male
2211,James Wilson,17,11,Male
2212,Terry Williamson,16,10,Female
2213,Colleen Todd,17,11,Female
2214,Tyler Harper,18,12,Male
2215,Jacob Boyer,17,12,Male
2216,Curtis Miller,16,11,Male
2217,Julie Singleton,15,9,Female
2218,Gerald Clark,16,10,Male
2219,Mary Combs,16,10,Female
2220,Bryan Green,15,10,Male
2221,John Simmons,18,12,Male
2222,Nathan Weaver,16,11,Male
2223,Joseph Harris,14,9,Male
2224,Sandra Calderon,17,11,Female
2225,Lindsay Robbins,15,9,Female
2226,Mr. Kirk White,16,10,Male
2227,William Alvarez MD,15,9,Male
2228,Jonathan Torres,15,9,Male
2229,Nicole Boyd,16,10,Female
2230,Benjamin Mcdonald,16,10,Male
2231,Craig Dunn,15,10,Male
2232,Sonya Perry,18,12,Female
2233,Adam Weaver,15,10,Male
2234,Michele Turner,15,10,Female
2235,George Rodriguez,18,12,Male
2236,Jason Randall,16,11,Male
2237,Kyle Long,18,12,Male
2238,Maurice Cooper,16,10,Male
2239,John Patterson,18,12,Male
2240,Amber Moore,16,10,Female
2241,Jesus Cruz,16,11,Male
2242,Renee Henry,18,12,Female
2243,Brittany Schneider,17,12,Female
2244,Joseph Hill,18,12,Male
2245,Lauren Moss,16,10,Female
2246,Laura Rice,17,12,Female
2247,Troy Allen,17,12,Male
2248,Jacqueline Cooper,18,12,Female
2249,Jose Brown,16,11,Male
2250,Jill Hernandez,15,9,Female
2251,Jaime Vang,14,9,Female
2252,Frank Ruiz,14,9,Male
2253,Sierra Solomon,17,11,Female
2254,Thomas Watson,18,12,Male
2255,Vernon Bryant,16,11,Male
2256,Hayden Henry,16,11,Male
2257,Samuel Ware,15,10,Male
2258,Raymond White,15,10,Male
2259,Dominique Norton,15,10,Female
2260,Dana Gomez,17,11,Female
2261,Barry Douglas,15,9,Male
2262,Richard Frazier,18,12,Male
2263,Taylor Booth,15,9,Male
2264,Timothy Rodriguez,14,9,Male
2265,Michelle Adams,17,12,Female
2266,Robert Larsen,14,9,Male
2267,Christopher Williams,14,9,Male
2268,Lori Lewis,15,9,Female
2269,Daniel Gray,15,9,Male
2270,Matthew Black,16,11,Male
2271,Nancy Ortiz,14,9,Female
2272,Chad Lane,18,12,Male
2273,Daniel Perez,17,11,Male
2274,Tabitha White,14,9,Female
2275,Kimberly Rangel,15,9,Female
2276,Lisa Wyatt,17,12,Female
2277,Christopher Rodriguez,14,9,Male
2278,Amanda Rodriguez,16,10,Female
2279,Jamie Rodriguez DDS,14,9,Male
2280,Gary Gordon,17,11,Male
2281,Audrey Garrison,15,10,Female
