,id,name,grade level,course,course score
31117,2499,Amy Miller,11,American History,76
31118,2499,Amy Miller,11,English 3,99
31119,2499,Amy Miller,11,Studio Art,74
31120,2499,Amy Miller,12,Calculus,79
31121,2499,Amy Miller,12,Environmental Science,97
31122,2499,Amy Miller,12,Economics,78
31123,2499,Amy Miller,12,English 4,100
31124,2499,Amy Miller,12,Music,70
31125,2500,Matthew Graham,9,Algebra 1,72
31126,2500,Matthew Graham,9,Biology,75
31127,2500,Matthew Graham,9,World Geography,73
31128,2500,Matthew Graham,9,English 1,75
31129,2500,Matthew Graham,9,Studio Art,73
31130,2500,Matthew Graham,10,Geometry,75
31131,2500,Matthew Graham,10,Chemistry,70
31132,2500,Matthew Graham,10,World History,74
31133,2500,Matthew Graham,10,English 2,76
31134,2500,Matthew Graham,10,Yearbook,78
31135,2501,Heather Gonzalez,9,Algebra 1,92
31136,2501,Heather Gonzalez,9,Biology,87
31137,2501,Heather Gonzalez,9,World Geography,76
31138,2501,Heather Gonzalez,9,English 1,73
31139,2501,Heather Gonzalez,9,Yearbook,90
31140,2501,Heather Gonzalez,10,Geometry,89
31141,2501,Heather Gonzalez,10,Chemistry,84
31142,2501,Heather Gonzalez,10,World History,79
31143,2501,Heather Gonzalez,10,English 2,77
31144,2501,Heather Gonzalez,10,Computer Science,88
31145,2501,Heather Gonzalez,11,Algebra 2,94
31146,2501,Heather Gonzalez,11,Physics,82
31147,2501,Heather Gonzalez,11,American History,82
31148,2501,Heather Gonzalez,11,English 3,74
31149,2501,Heather Gonzalez,11,Cooking,86
31150,2501,Heather Gonzalez,12,Precalculus,94
31151,2501,Heather Gonzalez,12,Anatomy,84
31152,2501,Heather Gonzalez,12,Economics,85
31153,2501,Heather Gonzalez,12,English 4,74
31154,2501,Heather Gonzalez,12,Yearbook,91
31155,2502,Jennifer Smith,9,Algebra 1,89
31156,2502,Jennifer Smith,9,Biology,86
31157,2502,Jennifer Smith,9,World Geography,82
31158,2502,Jennifer Smith,9,English 1,83
31159,2502,Jennifer Smith,9,Cooking,92
31160,2502,Jennifer Smith,10,Geometry,89
31161,2502,Jennifer Smith,10,Chemistry,87
31162,2502,Jennifer Smith,10,World History,86
31163,2502,Jennifer Smith,10,English 2,84
31164,2502,Jennifer Smith,10,Yearbook,96
31165,2503,Alfred Sanchez,9,Algebra 1,96
31166,2503,Alfred Sanchez,9,Biology,77
31167,2503,Alfred Sanchez,9,World Geography,83
31168,2503,Alfred Sanchez,9,English 1,85
31169,2503,Alfred Sanchez,9,Cooking,91
31170,2503,Alfred Sanchez,10,Geometry,93
31171,2503,Alfred Sanchez,10,Chemistry,80
31172,2503,Alfred Sanchez,10,World History,81
31173,2503,Alfred Sanchez,10,English 2,89
31174,2503,Alfred Sanchez,10,Physical Education,95
31175,2503,Alfred Sanchez,11,Algebra 2,92
31176,2503,Alfred Sanchez,11,Physics,80
31177,2503,Alfred Sanchez,11,American History,81
31178,2503,Alfred Sanchez,11,English 3,87
31179,2503,Alfred Sanchez,11,Music,95
31180,2503,Alfred Sanchez,12,Precalculus,88
31181,2503,Alfred Sanchez,12,Environmental Science,78
31182,2503,Alfred Sanchez,12,Economics,83
31183,2503,Alfred Sanchez,12,English 4,90
31184,2503,Alfred Sanchez,12,Yearbook,94
31185,2504,Donna Anderson,9,Algebra 1,72
31186,2504,Donna Anderson,9,Biology,89
31187,2504,Donna Anderson,9,World Geography,71
31188,2504,Donna Anderson,9,English 1,73
31189,2504,Donna Anderson,9,Cooking,99
31190,2504,Donna Anderson,10,Geometry,75
31191,2504,Donna Anderson,10,Chemistry,90
31192,2504,Donna Anderson,10,World History,75
31193,2504,Donna Anderson,10,English 2,73
31194,2504,Donna Anderson,10,Cooking,100
31195,2505,Monica Moody,9,Algebra 1,73
31196,2505,Monica Moody,9,Biology,77
31197,2505,Monica Moody,9,World Geography,77
31198,2505,Monica Moody,9,English 1,93
31199,2505,Monica Moody,9,Computer Science,72
31200,2505,Monica Moody,10,Geometry,73
31201,2505,Monica Moody,10,Chemistry,76
31202,2505,Monica Moody,10,World History,80
31203,2505,Monica Moody,10,English 2,92
31204,2505,Monica Moody,10,Studio Art,70
31205,2506,Alexandra Jackson,9,Algebra 1,96
31206,2506,Alexandra Jackson,9,Biology,82
31207,2506,Alexandra Jackson,9,World Geography,75
31208,2506,Alexandra Jackson,9,English 1,75
31209,2506,Alexandra Jackson,9,Yearbook,93
31210,2506,Alexandra Jackson,10,Geometry,98
31211,2506,Alexandra Jackson,10,Chemistry,79
31212,2506,Alexandra Jackson,10,World History,74
31213,2506,Alexandra Jackson,10,English 2,72
31214,2506,Alexandra Jackson,10,Studio Art,89
31215,2506,Alexandra Jackson,11,Algebra 2,100
31216,2506,Alexandra Jackson,11,Physics,74
31217,2506,Alexandra Jackson,11,American History,76
31218,2506,Alexandra Jackson,11,English 3,70
31219,2506,Alexandra Jackson,11,Physical Education,93
31220,2507,Derek Fisher,9,Algebra 1,70
31221,2507,Derek Fisher,9,Biology,88
31222,2507,Derek Fisher,9,World Geography,87
31223,2507,Derek Fisher,9,English 1,100
31224,2507,Derek Fisher,9,Studio Art,90
31225,2507,Derek Fisher,10,Geometry,70
31226,2507,Derek Fisher,10,Chemistry,92
31227,2507,Derek Fisher,10,World History,92
31228,2507,Derek Fisher,10,English 2,95
31229,2507,Derek Fisher,10,Yearbook,87
31230,2507,Derek Fisher,11,Algebra 2,71
31231,2507,Derek Fisher,11,Physics,91
31232,2507,Derek Fisher,11,American History,97
31233,2507,Derek Fisher,11,English 3,100
31234,2507,Derek Fisher,11,Yearbook,84
31235,2507,Derek Fisher,12,Precalculus,72
31236,2507,Derek Fisher,12,Anatomy,96
31237,2507,Derek Fisher,12,American Government,99
31238,2507,Derek Fisher,12,English 4,98
31239,2507,Derek Fisher,12,Music,81
31240,2508,Mark Schultz,9,Geometry,87
31241,2508,Mark Schultz,9,Biology,73
31242,2508,Mark Schultz,9,World Geography,82
31243,2508,Mark Schultz,9,English 1,70
31244,2508,Mark Schultz,9,Cooking,93
31245,2508,Mark Schultz,10,Algebra 2,92
31246,2508,Mark Schultz,10,Chemistry,70
31247,2508,Mark Schultz,10,World History,85
31248,2508,Mark Schultz,10,English 2,74
31249,2508,Mark Schultz,10,Yearbook,97
31250,2509,Andrea Mendez,9,Geometry,84
31251,2509,Andrea Mendez,9,Biology,86
31252,2509,Andrea Mendez,9,World Geography,89
31253,2509,Andrea Mendez,9,English 1,87
31254,2509,Andrea Mendez,9,Physical Education,89
31255,2510,William Ward,9,Geometry,80
31256,2510,William Ward,9,Biology,71
31257,2510,William Ward,9,World Geography,91
31258,2510,William Ward,9,English 1,98
31259,2510,William Ward,9,Studio Art,75
31260,2510,William Ward,10,Algebra 2,76
31261,2510,William Ward,10,Chemistry,74
31262,2510,William Ward,10,World History,91
31263,2510,William Ward,10,English 2,100
31264,2510,William Ward,10,Studio Art,79
31265,2510,William Ward,11,Precalculus,78
31266,2510,William Ward,11,Physics,73
31267,2510,William Ward,11,American History,95
31268,2510,William Ward,11,English 3,100
31269,2510,William Ward,11,Computer Science,75
31270,2510,William Ward,12,Calculus,81
31271,2510,William Ward,12,Environmental Science,71
31272,2510,William Ward,12,American Government,92
31273,2510,William Ward,12,English 4,96
31274,2510,William Ward,12,Studio Art,71
31275,2511,Kimberly Bell,9,Geometry,90
31276,2511,Kimberly Bell,9,Biology,71
31277,2511,Kimberly Bell,9,World Geography,85
31278,2511,Kimberly Bell,9,English 1,86
31279,2511,Kimberly Bell,9,Yearbook,97
31280,2511,Kimberly Bell,10,Algebra 2,90
31281,2511,Kimberly Bell,10,Chemistry,70
31282,2511,Kimberly Bell,10,World History,84
31283,2511,Kimberly Bell,10,English 2,86
31284,2511,Kimberly Bell,10,Physical Education,97
31285,2511,Kimberly Bell,11,Precalculus,93
31286,2511,Kimberly Bell,11,Physics,70
31287,2511,Kimberly Bell,11,American History,79
31288,2511,Kimberly Bell,11,English 3,83
31289,2511,Kimberly Bell,11,Yearbook,99
31290,2512,David Cooper,9,Geometry,78
31291,2512,David Cooper,9,Biology,89
31292,2512,David Cooper,9,World Geography,99
31293,2512,David Cooper,9,English 1,82
31294,2512,David Cooper,9,Music,96
31295,2512,David Cooper,10,Algebra 2,83
31296,2512,David Cooper,10,Chemistry,87
31297,2512,David Cooper,10,World History,94
31298,2512,David Cooper,10,English 2,78
31299,2512,David Cooper,10,Studio Art,100
31300,2512,David Cooper,11,Precalculus,83
31301,2512,David Cooper,11,Physics,82
31302,2512,David Cooper,11,American History,98
31303,2512,David Cooper,11,English 3,76
31304,2512,David Cooper,11,Computer Science,97
31305,2513,Kelly West,9,Algebra 1,73
31306,2513,Kelly West,9,Biology,96
31307,2513,Kelly West,9,World Geography,89
31308,2513,Kelly West,9,English 1,90
31309,2513,Kelly West,9,Music,82
31310,2514,Hailey Jennings,9,Geometry,94
31311,2514,Hailey Jennings,9,Biology,74
31312,2514,Hailey Jennings,9,World Geography,88
31313,2514,Hailey Jennings,9,English 1,71
31314,2514,Hailey Jennings,9,Cooking,73
31315,2515,Patty Lara,9,Geometry,96
31316,2515,Patty Lara,9,Biology,84
31317,2515,Patty Lara,9,World Geography,91
31318,2515,Patty Lara,9,English 1,79
31319,2515,Patty Lara,9,Computer Science,70
31320,2515,Patty Lara,10,Algebra 2,95
31321,2515,Patty Lara,10,Chemistry,81
31322,2515,Patty Lara,10,World History,86
31323,2515,Patty Lara,10,English 2,77
31324,2515,Patty Lara,10,Studio Art,70
31325,2516,Jesse Humphrey,9,Algebra 1,84
31326,2516,Jesse Humphrey,9,Biology,97
31327,2516,Jesse Humphrey,9,World Geography,72
31328,2516,Jesse Humphrey,9,English 1,85
31329,2516,Jesse Humphrey,9,Physical Education,89
31330,2516,Jesse Humphrey,10,Geometry,85
31331,2516,Jesse Humphrey,10,Chemistry,96
31332,2516,Jesse Humphrey,10,World History,71
31333,2516,Jesse Humphrey,10,English 2,85
31334,2516,Jesse Humphrey,10,Yearbook,86
31335,2516,Jesse Humphrey,11,Algebra 2,83
31336,2516,Jesse Humphrey,11,Physics,96
31337,2516,Jesse Humphrey,11,American History,70
31338,2516,Jesse Humphrey,11,English 3,87
31339,2516,Jesse Humphrey,11,Physical Education,87
31340,2516,Jesse Humphrey,12,Precalculus,84
31341,2516,Jesse Humphrey,12,Environmental Science,99
31342,2516,Jesse Humphrey,12,Economics,71
31343,2516,Jesse Humphrey,12,English 4,82
31344,2516,Jesse Humphrey,12,Studio Art,91
31345,2517,Dr. Daniel Hale,9,Geometry,89
31346,2517,Dr. Daniel Hale,9,Biology,100
31347,2517,Dr. Daniel Hale,9,World Geography,86
31348,2517,Dr. Daniel Hale,9,English 1,75
31349,2517,Dr. Daniel Hale,9,Yearbook,78
31350,2517,Dr. Daniel Hale,10,Algebra 2,86
31351,2517,Dr. Daniel Hale,10,Chemistry,100
31352,2517,Dr. Daniel Hale,10,World History,90
31353,2517,Dr. Daniel Hale,10,English 2,72
31354,2517,Dr. Daniel Hale,10,Physical Education,76
31355,2518,Shannon Doyle,9,Algebra 1,89
31356,2518,Shannon Doyle,9,Biology,100
31357,2518,Shannon Doyle,9,World Geography,77
31358,2518,Shannon Doyle,9,English 1,72
31359,2518,Shannon Doyle,9,Computer Science,70
31360,2518,Shannon Doyle,10,Geometry,87
31361,2518,Shannon Doyle,10,Chemistry,95
31362,2518,Shannon Doyle,10,World History,82
31363,2518,Shannon Doyle,10,English 2,70
31364,2518,Shannon Doyle,10,Studio Art,70
31365,2518,Shannon Doyle,11,Algebra 2,88
31366,2518,Shannon Doyle,11,Physics,96
31367,2518,Shannon Doyle,11,American History,78
31368,2518,Shannon Doyle,11,English 3,70
31369,2518,Shannon Doyle,11,Music,71
31370,2519,Eric Lee,9,Algebra 1,70
31371,2519,Eric Lee,9,Biology,77
31372,2519,Eric Lee,9,World Geography,80
31373,2519,Eric Lee,9,English 1,72
31374,2519,Eric Lee,9,Yearbook,85
31375,2520,Joseph Moore,9,Algebra 1,89
31376,2520,Joseph Moore,9,Biology,71
31377,2520,Joseph Moore,9,World Geography,99
31378,2520,Joseph Moore,9,English 1,100
31379,2520,Joseph Moore,9,Physical Education,84
31380,2520,Joseph Moore,10,Geometry,87
31381,2520,Joseph Moore,10,Chemistry,75
31382,2520,Joseph Moore,10,World History,99
31383,2520,Joseph Moore,10,English 2,100
31384,2520,Joseph Moore,10,Yearbook,83
31385,2520,Joseph Moore,11,Algebra 2,82
31386,2520,Joseph Moore,11,Physics,74
31387,2520,Joseph Moore,11,American History,100
31388,2520,Joseph Moore,11,English 3,97
31389,2520,Joseph Moore,11,Cooking,88
31390,2520,Joseph Moore,12,Precalculus,87
31391,2520,Joseph Moore,12,Environmental Science,71
31392,2520,Joseph Moore,12,Economics,100
31393,2520,Joseph Moore,12,English 4,96
31394,2520,Joseph Moore,12,Cooking,87
31395,2521,Mia Rivera,9,Geometry,75
31396,2521,Mia Rivera,9,Biology,80
31397,2521,Mia Rivera,9,World Geography,75
31398,2521,Mia Rivera,9,English 1,81
31399,2521,Mia Rivera,9,Studio Art,77
31400,2521,Mia Rivera,10,Algebra 2,74
31401,2521,Mia Rivera,10,Chemistry,82
31402,2521,Mia Rivera,10,World History,78
31403,2521,Mia Rivera,10,English 2,80
31404,2521,Mia Rivera,10,Yearbook,73
31405,2522,Shawn Nicholson MD,9,Geometry,85
31406,2522,Shawn Nicholson MD,9,Biology,78
31407,2522,Shawn Nicholson MD,9,World Geography,84
31408,2522,Shawn Nicholson MD,9,English 1,79
31409,2522,Shawn Nicholson MD,9,Music,80
31410,2522,Shawn Nicholson MD,10,Algebra 2,83
31411,2522,Shawn Nicholson MD,10,Chemistry,75
31412,2522,Shawn Nicholson MD,10,World History,83
31413,2522,Shawn Nicholson MD,10,English 2,76
31414,2522,Shawn Nicholson MD,10,Physical Education,81
31415,2522,Shawn Nicholson MD,11,Precalculus,81
31416,2522,Shawn Nicholson MD,11,Physics,73
31417,2522,Shawn Nicholson MD,11,American History,79
31418,2522,Shawn Nicholson MD,11,English 3,71
31419,2522,Shawn Nicholson MD,11,Music,80
31420,2523,Rachel Evans,9,Algebra 1,84
31421,2523,Rachel Evans,9,Biology,80
31422,2523,Rachel Evans,9,World Geography,98
31423,2523,Rachel Evans,9,English 1,74
31424,2523,Rachel Evans,9,Studio Art,72
31425,2524,Kayla Haney MD,9,Algebra 1,96
31426,2524,Kayla Haney MD,9,Biology,94
31427,2524,Kayla Haney MD,9,World Geography,75
31428,2524,Kayla Haney MD,9,English 1,70
31429,2524,Kayla Haney MD,9,Studio Art,77
31430,2525,Bryan Mack,9,Geometry,96
31431,2525,Bryan Mack,9,Biology,72
31432,2525,Bryan Mack,9,World Geography,88
31433,2525,Bryan Mack,9,English 1,83
31434,2525,Bryan Mack,9,Cooking,88
31435,2525,Bryan Mack,10,Algebra 2,98
31436,2525,Bryan Mack,10,Chemistry,73
31437,2525,Bryan Mack,10,World History,88
31438,2525,Bryan Mack,10,English 2,79
31439,2525,Bryan Mack,10,Cooking,93
31440,2525,Bryan Mack,11,Precalculus,97
31441,2525,Bryan Mack,11,Physics,72
31442,2525,Bryan Mack,11,American History,90
31443,2525,Bryan Mack,11,English 3,83
31444,2525,Bryan Mack,11,Computer Science,94
31445,2526,Jeffrey Palmer,9,Algebra 1,99
31446,2526,Jeffrey Palmer,9,Biology,100
31447,2526,Jeffrey Palmer,9,World Geography,91
31448,2526,Jeffrey Palmer,9,English 1,82
31449,2526,Jeffrey Palmer,9,Cooking,77
31450,2527,Maria Hamilton,9,Geometry,87
31451,2527,Maria Hamilton,9,Biology,76
31452,2527,Maria Hamilton,9,World Geography,71
31453,2527,Maria Hamilton,9,English 1,82
31454,2527,Maria Hamilton,9,Computer Science,81
31455,2528,Erin Brooks,9,Geometry,84
31456,2528,Erin Brooks,9,Biology,90
31457,2528,Erin Brooks,9,World Geography,71
31458,2528,Erin Brooks,9,English 1,76
31459,2528,Erin Brooks,9,Studio Art,73
31460,2528,Erin Brooks,10,Algebra 2,85
31461,2528,Erin Brooks,10,Chemistry,89
31462,2528,Erin Brooks,10,World History,70
31463,2528,Erin Brooks,10,English 2,80
31464,2528,Erin Brooks,10,Studio Art,70
31465,2528,Erin Brooks,11,Precalculus,86
31466,2528,Erin Brooks,11,Physics,90
31467,2528,Erin Brooks,11,American History,70
31468,2528,Erin Brooks,11,English 3,79
31469,2528,Erin Brooks,11,Yearbook,75
31470,2528,Erin Brooks,12,Calculus,86
31471,2528,Erin Brooks,12,Environmental Science,95
31472,2528,Erin Brooks,12,American Government,74
31473,2528,Erin Brooks,12,English 4,82
31474,2528,Erin Brooks,12,Cooking,76
31475,2529,John Lopez,9,Algebra 1,85
31476,2529,John Lopez,9,Biology,77
31477,2529,John Lopez,9,World Geography,82
31478,2529,John Lopez,9,English 1,87
31479,2529,John Lopez,9,Computer Science,70
31480,2529,John Lopez,10,Geometry,87
31481,2529,John Lopez,10,Chemistry,79
31482,2529,John Lopez,10,World History,85
31483,2529,John Lopez,10,English 2,84
31484,2529,John Lopez,10,Physical Education,70
31485,2529,John Lopez,11,Algebra 2,89
31486,2529,John Lopez,11,Physics,84
31487,2529,John Lopez,11,American History,90
31488,2529,John Lopez,11,English 3,79
31489,2529,John Lopez,11,Computer Science,74
31490,2529,John Lopez,12,Precalculus,93
31491,2529,John Lopez,12,Environmental Science,82
31492,2529,John Lopez,12,Economics,86
31493,2529,John Lopez,12,English 4,81
31494,2529,John Lopez,12,Studio Art,78
31495,2530,Charles Martinez,9,Algebra 1,78
31496,2530,Charles Martinez,9,Biology,90
31497,2530,Charles Martinez,9,World Geography,80
31498,2530,Charles Martinez,9,English 1,92
31499,2530,Charles Martinez,9,Music,97
31500,2530,Charles Martinez,10,Geometry,78
31501,2530,Charles Martinez,10,Chemistry,93
31502,2530,Charles Martinez,10,World History,76
31503,2530,Charles Martinez,10,English 2,88
31504,2530,Charles Martinez,10,Computer Science,98
31505,2530,Charles Martinez,11,Algebra 2,77
31506,2530,Charles Martinez,11,Physics,90
31507,2530,Charles Martinez,11,American History,81
31508,2530,Charles Martinez,11,English 3,87
31509,2530,Charles Martinez,11,Physical Education,100
31510,2531,Jose Smith,9,Algebra 1,99
31511,2531,Jose Smith,9,Biology,100
31512,2531,Jose Smith,9,World Geography,73
31513,2531,Jose Smith,9,English 1,92
31514,2531,Jose Smith,9,Music,93
31515,2532,Natalie Santiago,9,Algebra 1,98
31516,2532,Natalie Santiago,9,Biology,78
31517,2532,Natalie Santiago,9,World Geography,70
31518,2532,Natalie Santiago,9,English 1,90
31519,2532,Natalie Santiago,9,Computer Science,80
31520,2532,Natalie Santiago,10,Geometry,97
31521,2532,Natalie Santiago,10,Chemistry,73
31522,2532,Natalie Santiago,10,World History,70
31523,2532,Natalie Santiago,10,English 2,90
31524,2532,Natalie Santiago,10,Music,75
31525,2533,Kyle Bennett,9,Algebra 1,83
31526,2533,Kyle Bennett,9,Biology,90
31527,2533,Kyle Bennett,9,World Geography,70
31528,2533,Kyle Bennett,9,English 1,78
31529,2533,Kyle Bennett,9,Studio Art,86
31530,2533,Kyle Bennett,10,Geometry,84
31531,2533,Kyle Bennett,10,Chemistry,88
31532,2533,Kyle Bennett,10,World History,70
31533,2533,Kyle Bennett,10,English 2,74
31534,2533,Kyle Bennett,10,Physical Education,88
31535,2533,Kyle Bennett,11,Algebra 2,84
31536,2533,Kyle Bennett,11,Physics,88
31537,2533,Kyle Bennett,11,American History,74
31538,2533,Kyle Bennett,11,English 3,79
31539,2533,Kyle Bennett,11,Studio Art,89
31540,2534,Jeremy Perez,9,Geometry,99
31541,2534,Jeremy Perez,9,Biology,72
31542,2534,Jeremy Perez,9,World Geography,70
31543,2534,Jeremy Perez,9,English 1,85
31544,2534,Jeremy Perez,9,Music,74
31545,2534,Jeremy Perez,10,Algebra 2,100
31546,2534,Jeremy Perez,10,Chemistry,74
31547,2534,Jeremy Perez,10,World History,72
31548,2534,Jeremy Perez,10,English 2,80
31549,2534,Jeremy Perez,10,Yearbook,77
31550,2534,Jeremy Perez,11,Precalculus,99
31551,2534,Jeremy Perez,11,Physics,72
31552,2534,Jeremy Perez,11,American History,76
31553,2534,Jeremy Perez,11,English 3,75
31554,2534,Jeremy Perez,11,Cooking,72
31555,2534,Jeremy Perez,12,Calculus,97
31556,2534,Jeremy Perez,12,Anatomy,71
31557,2534,Jeremy Perez,12,Economics,75
31558,2534,Jeremy Perez,12,English 4,78
31559,2534,Jeremy Perez,12,Computer Science,72
31560,2535,Brittney Dunlap,9,Geometry,99
31561,2535,Brittney Dunlap,9,Biology,91
31562,2535,Brittney Dunlap,9,World Geography,83
31563,2535,Brittney Dunlap,9,English 1,76
31564,2535,Brittney Dunlap,9,Music,96
31565,2535,Brittney Dunlap,10,Algebra 2,96
31566,2535,Brittney Dunlap,10,Chemistry,88
31567,2535,Brittney Dunlap,10,World History,86
31568,2535,Brittney Dunlap,10,English 2,74
31569,2535,Brittney Dunlap,10,Physical Education,97
31570,2536,Allen Bryan,9,Geometry,99
31571,2536,Allen Bryan,9,Biology,76
31572,2536,Allen Bryan,9,World Geography,78
31573,2536,Allen Bryan,9,English 1,87
31574,2536,Allen Bryan,9,Cooking,84
31575,2536,Allen Bryan,10,Algebra 2,100
31576,2536,Allen Bryan,10,Chemistry,74
31577,2536,Allen Bryan,10,World History,74
31578,2536,Allen Bryan,10,English 2,82
31579,2536,Allen Bryan,10,Physical Education,85
31580,2537,Daniel Andrews,9,Algebra 1,89
31581,2537,Daniel Andrews,9,Biology,76
31582,2537,Daniel Andrews,9,World Geography,92
31583,2537,Daniel Andrews,9,English 1,98
31584,2537,Daniel Andrews,9,Studio Art,86
31585,2537,Daniel Andrews,10,Geometry,94
31586,2537,Daniel Andrews,10,Chemistry,71
31587,2537,Daniel Andrews,10,World History,93
31588,2537,Daniel Andrews,10,English 2,94
31589,2537,Daniel Andrews,10,Cooking,87
31590,2537,Daniel Andrews,11,Algebra 2,94
31591,2537,Daniel Andrews,11,Physics,71
31592,2537,Daniel Andrews,11,American History,95
31593,2537,Daniel Andrews,11,English 3,99
31594,2537,Daniel Andrews,11,Physical Education,88
31595,2537,Daniel Andrews,12,Precalculus,90
31596,2537,Daniel Andrews,12,Anatomy,74
31597,2537,Daniel Andrews,12,Economics,100
31598,2537,Daniel Andrews,12,English 4,100
31599,2537,Daniel Andrews,12,Computer Science,89
31600,2538,Joseph Smith,9,Geometry,74
31601,2538,Joseph Smith,9,Biology,88
31602,2538,Joseph Smith,9,World Geography,100
31603,2538,Joseph Smith,9,English 1,92
31604,2538,Joseph Smith,9,Yearbook,71
31605,2539,Katherine Jordan,9,Algebra 1,73
31606,2539,Katherine Jordan,9,Biology,89
31607,2539,Katherine Jordan,9,World Geography,75
31608,2539,Katherine Jordan,9,English 1,84
31609,2539,Katherine Jordan,9,Studio Art,70
31610,2539,Katherine Jordan,10,Geometry,70
31611,2539,Katherine Jordan,10,Chemistry,93
31612,2539,Katherine Jordan,10,World History,72
31613,2539,Katherine Jordan,10,English 2,87
31614,2539,Katherine Jordan,10,Computer Science,74
31615,2539,Katherine Jordan,11,Algebra 2,73
31616,2539,Katherine Jordan,11,Physics,95
31617,2539,Katherine Jordan,11,American History,76
31618,2539,Katherine Jordan,11,English 3,88
31619,2539,Katherine Jordan,11,Physical Education,70
31620,2539,Katherine Jordan,12,Precalculus,70
31621,2539,Katherine Jordan,12,Anatomy,95
31622,2539,Katherine Jordan,12,Economics,81
31623,2539,Katherine Jordan,12,English 4,86
31624,2539,Katherine Jordan,12,Cooking,74
31625,2540,Alan Krause,9,Geometry,76
31626,2540,Alan Krause,9,Biology,84
31627,2540,Alan Krause,9,World Geography,93
31628,2540,Alan Krause,9,English 1,96
31629,2540,Alan Krause,9,Yearbook,90
31630,2540,Alan Krause,10,Algebra 2,73
31631,2540,Alan Krause,10,Chemistry,85
31632,2540,Alan Krause,10,World History,93
31633,2540,Alan Krause,10,English 2,96
31634,2540,Alan Krause,10,Music,88
31635,2541,Teresa Suarez,9,Algebra 1,99
31636,2541,Teresa Suarez,9,Biology,77
31637,2541,Teresa Suarez,9,World Geography,93
31638,2541,Teresa Suarez,9,English 1,94
31639,2541,Teresa Suarez,9,Physical Education,88
31640,2541,Teresa Suarez,10,Geometry,96
31641,2541,Teresa Suarez,10,Chemistry,72
31642,2541,Teresa Suarez,10,World History,89
31643,2541,Teresa Suarez,10,English 2,97
31644,2541,Teresa Suarez,10,Studio Art,84
31645,2541,Teresa Suarez,11,Algebra 2,99
31646,2541,Teresa Suarez,11,Physics,70
31647,2541,Teresa Suarez,11,American History,88
31648,2541,Teresa Suarez,11,English 3,99
31649,2541,Teresa Suarez,11,Physical Education,83
31650,2542,David Arnold,9,Algebra 1,100
31651,2542,David Arnold,9,Biology,82
31652,2542,David Arnold,9,World Geography,77
31653,2542,David Arnold,9,English 1,72
31654,2542,David Arnold,9,Cooking,100
31655,2542,David Arnold,10,Geometry,96
31656,2542,David Arnold,10,Chemistry,81
31657,2542,David Arnold,10,World History,81
31658,2542,David Arnold,10,English 2,71
31659,2542,David Arnold,10,Computer Science,95
31660,2543,Mrs. Cassandra Davis,9,Algebra 1,90
31661,2543,Mrs. Cassandra Davis,9,Biology,93
31662,2543,Mrs. Cassandra Davis,9,World Geography,96
31663,2543,Mrs. Cassandra Davis,9,English 1,76
31664,2543,Mrs. Cassandra Davis,9,Yearbook,78
31665,2543,Mrs. Cassandra Davis,10,Geometry,87
31666,2543,Mrs. Cassandra Davis,10,Chemistry,95
31667,2543,Mrs. Cassandra Davis,10,World History,93
31668,2543,Mrs. Cassandra Davis,10,English 2,77
31669,2543,Mrs. Cassandra Davis,10,Music,81
31670,2544,Matthew Hall,9,Geometry,71
31671,2544,Matthew Hall,9,Biology,79
31672,2544,Matthew Hall,9,World Geography,71
31673,2544,Matthew Hall,9,English 1,87
31674,2544,Matthew Hall,9,Music,90
31675,2544,Matthew Hall,10,Algebra 2,70
31676,2544,Matthew Hall,10,Chemistry,81
31677,2544,Matthew Hall,10,World History,70
31678,2544,Matthew Hall,10,English 2,88
31679,2544,Matthew Hall,10,Physical Education,87
31680,2544,Matthew Hall,11,Precalculus,70
31681,2544,Matthew Hall,11,Physics,81
31682,2544,Matthew Hall,11,American History,71
31683,2544,Matthew Hall,11,English 3,88
31684,2544,Matthew Hall,11,Computer Science,88
31685,2544,Matthew Hall,12,Calculus,70
31686,2544,Matthew Hall,12,Astronomy,79
31687,2544,Matthew Hall,12,American Government,74
31688,2544,Matthew Hall,12,English 4,89
31689,2544,Matthew Hall,12,Physical Education,89
31690,2545,Margaret Clark,9,Geometry,79
31691,2545,Margaret Clark,9,Biology,84
31692,2545,Margaret Clark,9,World Geography,85
31693,2545,Margaret Clark,9,English 1,92
31694,2545,Margaret Clark,9,Physical Education,94
31695,2546,Kathy Cohen,9,Algebra 1,93
31696,2546,Kathy Cohen,9,Biology,100
31697,2546,Kathy Cohen,9,World Geography,83
31698,2546,Kathy Cohen,9,English 1,85
31699,2546,Kathy Cohen,9,Computer Science,87
31700,2546,Kathy Cohen,10,Geometry,96
31701,2546,Kathy Cohen,10,Chemistry,100
31702,2546,Kathy Cohen,10,World History,78
31703,2546,Kathy Cohen,10,English 2,88
31704,2546,Kathy Cohen,10,Yearbook,91
31705,2546,Kathy Cohen,11,Algebra 2,98
31706,2546,Kathy Cohen,11,Physics,100
31707,2546,Kathy Cohen,11,American History,81
31708,2546,Kathy Cohen,11,English 3,92
31709,2546,Kathy Cohen,11,Computer Science,89
31710,2546,Kathy Cohen,12,Precalculus,99
31711,2546,Kathy Cohen,12,Astronomy,96
31712,2546,Kathy Cohen,12,Economics,83
31713,2546,Kathy Cohen,12,English 4,87
